[-1.375867029316016873e-20, -3.155602546952746779e-18, 1.585822749035070325e-19, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00],
[-1.481848393013781152e-04, 1.792978553651327668e-03, -9.638514766861915484e-04, 9.999979171275761303e-01, -3.232011270554927332e-03, -8.591497470928014381e-05, -5.260435002230560292e-04],
[1.191083438216137701e-04, 4.396268870734852327e-03, 1.687546534993058589e-03, 9.999889053484097845e-01, -8.555081667473703882e-03, -6.145945846486008989e-04, -1.154491732052147744e-03],
[-2.107557540231604217e-04, 5.118969757370393087e-03, 6.989790834256317089e-04, 9.999866314900796027e-01, -1.420017627854963833e-02, -1.066513495155558752e-03, -2.056098884482695111e-03],
[5.699381082875777747e-04, 5.930046270066187744e-03, -8.823115906403118224e-04, 9.999818654595914458e-01, -2.236302836820967463e-02, -1.579488990549530623e-03, -3.088717651612443629e-03],
[-1.692907858920540383e-03, 6.223442414544605276e-03, -2.248837007431315116e-04, 9.999791759105862710e-01, -2.871761840397627635e-02, -2.015401072479407456e-03, -4.007062729812717675e-03],
[-2.028863356405975586e-03, 5.570431759398973212e-03, -2.065393236787423873e-04, 9.999824055177184423e-01, -3.513906811118321094e-02, -2.570927571300163621e-03, -4.708101921237712977e-03],
[-1.815524541268176547e-03, 2.400943433991664221e-03, -1.220216005115581015e-03, 9.999947251931720071e-01, -4.342288867678609221e-02, -3.759409206745488799e-03, -6.158699650063297580e-03],
[-6.424605109638677593e-04, 2.195293405786313910e-03, -1.332459579845740626e-04, 9.999973750849895371e-01, -4.977961704756274364e-02, -4.872954393854188500e-03, -6.478737691358351682e-03],
[1.975657424726088088e-03, 1.800941189848322306e-03, -1.092266461737175344e-03, 9.999958301625799795e-01, -5.575716719248349079e-02, -6.132700016676744664e-03, -7.452402107703683110e-03],
[2.820424229367113605e-03, -4.148968538054598545e-03, -3.304531223843830932e-03, 9.999819555075118993e-01, -6.494295271579145212e-02, -6.539322128838880727e-03, -9.930768280942216947e-03],
[5.260482025981358910e-03, -9.368184564966075545e-03, -3.641226793103562870e-03, 9.999356508867219828e-01, -7.055625833769080257e-02, -8.490181398088200715e-03, -1.173632094025317193e-02],
[5.320613437355241511e-03, -1.054014832921232325e-02, -5.528680443309568100e-03, 9.999150114076716944e-01, -7.693873636009652961e-02, -9.477529525467636579e-03, -1.344720347899265762e-02],
[1.075840244449541294e-02, -1.347194225999993542e-02, -8.005553935415510997e-03, 9.998193210049367563e-01, -8.523179253129749278e-02, -1.101395067558072829e-02, -1.541182767934243421e-02],
